bin.10	example_contig_71181	metawrap
bin.10	example_contig_10388	metawrap
bin.10	example_contig_40861	metawrap
bin.10	example_contig_20666	metawrap
bin.10	example_contig_20738	metawrap
bin.10	example_contig_61364	metawrap
bin.10	example_contig_20785	metawrap
bin.10	example_contig_10636	metawrap
bin.10	example_contig_20971	metawrap
bin.10	example_contig_61438	metawrap
bin.10	example_contig_21079	metawrap
bin.10	example_contig_21095	metawrap
bin.10	example_contig_61495	metawrap
bin.10	example_contig_41224	metawrap
bin.10	example_contig_41334	metawrap
bin.10	example_contig_801	metawrap
bin.10	example_contig_41491	metawrap
bin.10	example_contig_11208	metawrap
bin.10	example_contig_1073	metawrap
bin.10	example_contig_11466	metawrap
bin.10	example_contig_11530	metawrap
bin.10	example_contig_51940	metawrap
bin.10	example_contig_41934	metawrap
bin.10	example_contig_62180	metawrap
bin.10	example_contig_11641	metawrap
bin.10	example_contig_42050	metawrap
bin.10	example_contig_21767	metawrap
bin.10	example_contig_72676	metawrap
bin.10	example_contig_42260	metawrap
bin.10	example_contig_22022	metawrap
bin.10	example_contig_11959	metawrap
bin.10	example_contig_22048	metawrap
bin.10	example_contig_62671	metawrap
bin.10	example_contig_12033	metawrap
bin.10	example_contig_72978	metawrap
bin.10	example_contig_1979	metawrap
bin.10	example_contig_2028	metawrap
bin.10	example_contig_12222	metawrap
bin.10	example_contig_2078	metawrap
bin.10	example_contig_73307	metawrap
bin.10	example_contig_63253	metawrap
bin.10	example_contig_12478	metawrap
bin.10	example_contig_73485	metawrap
bin.10	example_contig_73503	metawrap
bin.10	example_contig_42972	metawrap
bin.10	example_contig_2459	metawrap
bin.10	example_contig_12596	metawrap
bin.10	example_contig_52932	metawrap
bin.10	example_contig_22746	metawrap
bin.10	example_contig_63456	metawrap
bin.10	example_contig_12733	metawrap
bin.10	example_contig_33174	metawrap
bin.10	example_contig_12816	metawrap
bin.10	example_contig_53265	metawrap
bin.10	example_contig_43370	metawrap
bin.10	example_contig_13032	metawrap
bin.10	example_contig_63806	metawrap
bin.10	example_contig_63867	metawrap
bin.10	example_contig_43676	metawrap
bin.10	example_contig_13392	metawrap
bin.10	example_contig_53849	metawrap
bin.10	example_contig_43971	metawrap
bin.10	example_contig_23628	metawrap
bin.10	example_contig_13950	metawrap
bin.10	example_contig_74915	metawrap
bin.10	example_contig_34381	metawrap
bin.10	example_contig_4052	metawrap
bin.10	example_contig_54621	metawrap
bin.10	example_contig_4093	metawrap
bin.10	example_contig_4155	metawrap
bin.10	example_contig_4308	metawrap
bin.10	example_contig_55021	metawrap
bin.10	example_contig_34803	metawrap
bin.10	example_contig_14227	metawrap
bin.10	example_contig_4577	metawrap
bin.10	example_contig_75556	metawrap
bin.10	example_contig_75657	metawrap
bin.10	example_contig_65087	metawrap
bin.10	example_contig_34967	metawrap
bin.10	example_contig_34993	metawrap
bin.10	example_contig_35022	metawrap
bin.10	example_contig_65336	metawrap
bin.10	example_contig_45191	metawrap
bin.10	example_contig_24899	metawrap
bin.10	example_contig_35148	metawrap
bin.10	example_contig_14659	metawrap
bin.10	example_contig_14688	metawrap
bin.10	example_contig_35748	metawrap
bin.10	example_contig_15107	metawrap
bin.10	example_contig_35808	metawrap
bin.10	example_contig_5475	metawrap
bin.10	example_contig_76354	metawrap
bin.10	example_contig_15327	metawrap
bin.10	example_contig_66250	metawrap
bin.10	example_contig_76570	metawrap
bin.10	example_contig_5707	metawrap
bin.10	example_contig_46331	metawrap
bin.10	example_contig_56215	metawrap
bin.10	example_contig_66512	metawrap
bin.10	example_contig_36288	metawrap
bin.10	example_contig_15720	metawrap
bin.10	example_contig_66784	metawrap
bin.10	example_contig_36530	metawrap
bin.10	example_contig_36641	metawrap
bin.10	example_contig_66910	metawrap
bin.10	example_contig_26393	metawrap
bin.10	example_contig_15995	metawrap
bin.10	example_contig_56764	metawrap
bin.10	example_contig_26641	metawrap
bin.10	example_contig_6397	metawrap
bin.10	example_contig_26653	metawrap
bin.10	example_contig_56914	metawrap
bin.10	example_contig_26724	metawrap
bin.10	example_contig_77255	metawrap
bin.10	example_contig_67259	metawrap
bin.10	example_contig_57128	metawrap
bin.10	example_contig_16363	metawrap
bin.10	example_contig_37339	metawrap
bin.10	example_contig_47368	metawrap
bin.10	example_contig_37370	metawrap
bin.10	example_contig_37394	metawrap
bin.10	example_contig_57358	metawrap
bin.10	example_contig_67534	metawrap
bin.10	example_contig_6913	metawrap
bin.10	example_contig_6916	metawrap
bin.10	example_contig_27141	metawrap
bin.10	example_contig_47658	metawrap
bin.10	example_contig_77901	metawrap
bin.10	example_contig_67935	metawrap
bin.10	example_contig_17122	metawrap
bin.10	example_contig_7247	metawrap
bin.10	example_contig_68084	metawrap
bin.10	example_contig_38055	metawrap
bin.10	example_contig_7336	metawrap
bin.10	example_contig_57900	metawrap
bin.10	example_contig_47938	metawrap
bin.10	example_contig_78162	metawrap
bin.10	example_contig_27601	metawrap
bin.10	example_contig_58072	metawrap
bin.10	example_contig_68310	metawrap
bin.10	example_contig_58099	metawrap
bin.10	example_contig_78412	metawrap
bin.10	example_contig_38324	metawrap
bin.10	example_contig_7733	metawrap
bin.10	example_contig_7796	metawrap
bin.10	example_contig_48311	metawrap
bin.10	example_contig_7958	metawrap
bin.10	example_contig_17829	metawrap
bin.10	example_contig_17882	metawrap
bin.10	example_contig_48587	metawrap
bin.10	example_contig_28102	metawrap
bin.10	example_contig_58646	metawrap
bin.10	example_contig_58841	metawrap
bin.10	example_contig_8520	metawrap
bin.10	example_contig_39102	metawrap
bin.10	example_contig_28657	metawrap
bin.10	example_contig_39106	metawrap
bin.10	example_contig_49071	metawrap
bin.10	example_contig_79144	metawrap
bin.10	example_contig_28835	metawrap
bin.10	example_contig_69565	metawrap
bin.10	example_contig_8924	metawrap
bin.10	example_contig_69712	metawrap
bin.10	example_contig_69782	metawrap
bin.10	example_contig_79484	metawrap
bin.10	example_contig_59551	metawrap
bin.10	example_contig_59568	metawrap
bin.10	example_contig_59626	metawrap
bin.10	example_contig_79669	metawrap
bin.10	example_contig_49803	metawrap
bin.10	example_contig_29638	metawrap
bin.10	example_contig_70351	metawrap
bin.10	example_contig_40069	metawrap
bin.10	example_contig_40088	metawrap
bin.10	example_contig_79935	metawrap
bin.10	example_contig_19469	metawrap
bin.10	example_contig_40125	metawrap
bin.10	example_contig_9610	metawrap
bin.10	example_contig_60064	metawrap
bin.10	example_contig_9641	metawrap
bin.10	example_contig_60135	metawrap
bin.10	example_contig_60308	metawrap
bin.10	example_contig_19861	metawrap
bin.10	example_contig_80273	metawrap
bin.10	example_contig_40500	metawrap
bin.10	example_contig_20006	metawrap
bin.10	example_contig_20034	metawrap
bin.10	example_contig_20140	metawrap
bin.10	example_contig_20216	metawrap
bin.11	example_contig_20284	metawrap
bin.11	example_contig_60903	metawrap
bin.11	example_contig_30453	metawrap
bin.11	example_contig_10181	metawrap
bin.11	example_contig_60973	metawrap
bin.11	example_contig_30535	metawrap
bin.11	example_contig_170	metawrap
bin.11	example_contig_61075	metawrap
bin.11	example_contig_61130	metawrap
bin.11	example_contig_71184	metawrap
bin.11	example_contig_71318	metawrap
bin.11	example_contig_10484	metawrap
bin.11	example_contig_71365	metawrap
bin.11	example_contig_387	metawrap
bin.11	example_contig_51142	metawrap
bin.11	example_contig_10656	metawrap
bin.11	example_contig_71561	metawrap
bin.11	example_contig_10930	metawrap
bin.11	example_contig_31369	metawrap
bin.11	example_contig_41375	metawrap
bin.11	example_contig_31388	metawrap
bin.11	example_contig_31391	metawrap
bin.11	example_contig_61767	metawrap
bin.11	example_contig_71967	metawrap
bin.11	example_contig_986	metawrap
bin.11	example_contig_21316	metawrap
bin.11	example_contig_11210	metawrap
bin.11	example_contig_61921	metawrap
bin.11	example_contig_72098	metawrap
bin.11	example_contig_51855	metawrap
bin.11	example_contig_21463	metawrap
bin.11	example_contig_11445	metawrap
bin.11	example_contig_41801	metawrap
bin.11	example_contig_31781	metawrap
bin.11	example_contig_51949	metawrap
bin.11	example_contig_31807	metawrap
bin.11	example_contig_21678	metawrap
bin.11	example_contig_41955	metawrap
bin.11	example_contig_11668	metawrap
bin.11	example_contig_72575	metawrap
bin.11	example_contig_42057	metawrap
bin.11	example_contig_11753	metawrap
bin.11	example_contig_72593	metawrap
bin.11	example_contig_42157	metawrap
bin.11	example_contig_31990	metawrap
bin.11	example_contig_62448	metawrap
bin.11	example_contig_21968	metawrap
bin.11	example_contig_11933	metawrap
bin.11	example_contig_42404	metawrap
bin.11	example_contig_72964	metawrap
bin.11	example_contig_22131	metawrap
bin.11	example_contig_32244	metawrap
bin.11	example_contig_12100	metawrap
bin.11	example_contig_1957	metawrap
bin.11	example_contig_42479	metawrap
bin.11	example_contig_2015	metawrap
bin.11	example_contig_22296	metawrap
bin.11	example_contig_73265	metawrap
bin.11	example_contig_12328	metawrap
bin.11	example_contig_52612	metawrap
bin.11	example_contig_32544	metawrap
bin.11	example_contig_52628	metawrap
bin.11	example_contig_2171	metawrap
bin.11	example_contig_12388	metawrap
bin.11	example_contig_63219	metawrap
bin.11	example_contig_52715	metawrap
bin.11	example_contig_73367	metawrap
bin.11	example_contig_73404	metawrap
bin.11	example_contig_32690	metawrap
bin.11	example_contig_12448	metawrap
bin.11	example_contig_22578	metawrap
bin.11	example_contig_32788	metawrap
bin.11	example_contig_52865	metawrap
